SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;State
225;2375;Prunella di Melito;15.47333306;37.93916667;NA;NA;NA;Calabria;OD:2375;Italy
226;2380;Montebello Ionico;15.75833333;37.98388889;463;463;NA;Calabria;OD:2380;Italy
227;2390;Capo dell'Armi;15.68416667;37.96472222;180;180;NA;Calabria;OD:2390;Italy
228;2395;Sella Entrata;15.72333306;38;727;727;NA;Calabria;OD:2395;Italy
229;2400;Motta San Giovanni;15.69444444;38.0025;453;453;NA;Calabria;OD:2400;Italy
230;2410;Nucarelle C.C.;15.82333306;38.05444444;891;891;NA;Calabria;OD:2410;Italy
231;2420;Armo;15.71388889;38.07027778;352;352;NA;Calabria;OD:2420;Italy
232;2430;Croce Romeo C.C.;15.84;38.09472222;1358;1358;NA;Calabria;OD:2430;Italy
233;2450;Reggio Calabria;15.65094444;38.10786111;72;72;NA;Calabria;OD:2450;Italy
234;2455;Reggio Calabria  Villa Comunale;15.6366666;38.10444444;10;10;NA;Calabria;OD:2455;Italy
235;2460;Reggio Calabria - Arasi';15.73716667;38.12419444;627;627;NA;Calabria;OD:2460;Italy
236;2462;Reggio Calabria - Cannav?;15.6895;38.10063889;192;192;NA;Calabria;OD:2462;Italy
237;2463;Reggio Calabria - Rosario;15.72444444;38.04138889;463;463;NA;Calabria;OD:2463;Italy
238;2464;Basilico';15.82388889;38.15666667;1148;1148;NA;Calabria;OD:2464;Italy
239;2465;Cardeto;15.79955556;38.10336111;1230;1230;NA;Calabria;OD:2465;Italy
240;2466;Sant'Alessio in Aspromonte;15.75580556;38.16952778;536;536;NA;Calabria;OD:2466;Italy
241;2470;Gambarie d'Aspromonte;15.84494444;38.19288889;1189;1189;NA;Calabria;OD:2470;Italy
242;2480;Gallico Marina;15.64722222;38.16555556;7;7;NA;Calabria;OD:2480;Italy
243;2490;San Roberto;15.73444444;38.21194444;383;383;NA;Calabria;OD:2490;Italy
244;2495;Reggio Calabria - Catona;15.64141667;38.191305560000004;30;30;NA;Calabria;OD:2495;Italy
245;2500;Villa San Giovanni;15.635;38.21694444;39;39;NA;Calabria;OD:2500;Italy
246;2510;Scilla;15.71972222;38.25166667;60;60;NA;Calabria;OD:2510;Italy
247;2511;Straorino Idrometro;15.77388861;38.13111111;834;834;NA;Calabria;OD:2511;Italy
