SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
277;Genova - Prato;PRTO0;OD:PRTO0;44.44908;9.01292;122;Italy;Liguria;Quota ricavata da dem
278;Parazzuolo;PRZZ0;OD:PRZZ0;44.47679;9.32516;856;Italy;Liguria;Quota ricavata da dem
279;Pontremoli - SS.Annunziata;PSSA0;OD:PSSA0;44.37014;9.88597;290;Italy;Liguria;Quota ricavata da dem
280;Pieve di Teco;PTCO0;OD:PTCO0;44.04952;7.91473;293;Italy;Liguria;Quota ricavata da dem
281;Pieve di Teco;PTECO;OD:PTECO;44.04952;7.91473;293;Italy;Liguria;Quota ricavata da dem
284;Pieve S. Paolo;PVSPO;OD:PVSPO;44.25625;10.17423;614;Italy;Liguria;Quota ricavata da dem
286;Collodari;RCOL0;OD:RCOL0;44.37697;9.15162;110;Italy;Liguria;Quota ricavata da dem
287;Reppia;REPPI;OD:REPPI;44.37488;9.45774;625;Italy;Liguria;Quota ricavata da dem
288;Rialto;RIAL0;OD:RIAL0;44.22664;8.26437;453;Italy;Liguria;Quota ricavata da dem
289;Ricco' del Golfo;RICC0;OD:RICC0;44.15261;9.76264;168;Italy;Liguria;Quota ricavata da dem
291;Rocchetta;ROCC0;OD:ROCC0;44.32652;9.84724;473;Italy;Liguria;Quota ricavata da dem
292;Rocchetta Nervina;ROCNE;OD:ROCNE;43.88859;7.60177;336;Italy;Liguria;Quota ricavata da dem
293;Rovegno;ROGN0;OD:ROGN0;44.57594;9.2825;686;Italy;Liguria;Quota ricavata da dem
295;Rondanina;ROND0;OD:ROND0;44.55;9.20222;1001;Italy;Liguria;Quota ricavata da dem
296;Rocchetta Nervina;RONE0;OD:RONE0;43.88859;7.60177;336;Italy;Liguria;Quota ricavata da dem
297;Rossiglione;ROSG0;OD:ROSG0;44.5694;8.6681;401;Italy;Liguria;Quota ricavata da dem
298;Rocca Sigillina;ROSIG;OD:ROSIG;44.36652;9.95572;530;Italy;Liguria;Quota ricavata da dem
301;Reppia;RPPA0;OD:RPPA0;44.37488;9.45774;625;Italy;Liguria;Quota ricavata da dem
302;Rocca Sigillina;RSIGN;OD:RSIGN;44.36652;9.95572;530;Italy;Liguria;Quota ricavata da dem
303;Rugge di Pontedassio;RUG20;OD:RUG20;43.94153;8.00619;181;Italy;Liguria;Quota ricavata da dem
304;Rugge di Pontedassio;RUGGE;OD:RUGGE;43.94153;8.00619;181;Italy;Liguria;Quota ricavata da dem
